Name,Amount,Payment Date,Payor,Payor City,Payor State,Payee,Payee City,Payee State,Description,Notice Received,LGC Purpose
"Wilson, Lori",15000,2023-07-18,Amgen Inc. State Political Contributions Account,Alexandra,VA,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,8/11/2023,Charitable
"Wilson, Lori",25000,2023-11-13,"American Traffic Solutions, Inc.",Mesa,AZ,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,11/22/2023,Charitable
"Wilson, Lori",15000,2023-06-22,American Property Casualty Insurance Association CA PAC,Chicago,IL,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,6/28/2023,Charitable
"Wilson, Lori",48389,2023-10-21,Amazon,Sacramento,CA,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,12/12/2023,Charitable
"Wilson, Lori",11042,2023-10-21,Amazon,Sacramento,CA,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,12/12/2023,Charitable
"Wilson, Lori",4500,2023-11-18,Altria,Sacramento,CA,Food is Free Bay Area,Benicia,CA,Funds used to support AD-11 Operation Gobble Event,12/19/2023,Charitable
"Wilson, Lori",25000,2023-01-26,Aera Energy LLC,Bakersfield,CA,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,2/8/2023,Charitable
"Wilson, Lori",25000,2023-01-26,Aera Energy,Bakersfield,CA,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,2/27/2023,Charitable
"Wilson, Lori",15000,2023-11-15,Advanced Technology Alliance,Sausalito,CA,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,11/22/2023,Charitable
"Wilson, Lori",20000,2023-11-06,Abbot Laboratories,Abbott Park,IL,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,11/22/2023,Charitable
"Wilson, Lori",20000,2023-10-05,3M Company,Monrovia,CA,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,10/20/2023,Charitable
"Wilson, Lori",20000,2023-07-24,1PointFive US LLC,Houston,TX,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,8/11/2023,Charitable
"Zbur, Richard",10000,2023-10-18,Wells Fargo Los Angeles Regional Foundation,Los Angeles,CA,Equality California,Los Angeles,CA,2023 Los Angeles Equality Awards,11/17/2023,Charitable
"Zbur, Richard",10000,2023-09-26,State Building and Construction Trades Council of California,Sacramento,CA,Equality California,Los Angeles,CA,To raise money for the 2023 Los Angeles Equality Awards (a non-profit organization),10/20/2023,Charitable
"Zbur, Richard",10000,2023-11-14,SEIU California,Sacramento,CA,Equality California,Los Angeles,CA,2023 Los Angeles Equality Awards,12/22/2023,Charitable
"Zbur, Richard",5000,2023-11-06,"Los Angeles Dodgers, LLC",Los Angeles,CA,Equality California Institute,Los Angeles,CA,2023 Los Angeles Equality Awards,12/22/2023,Charitable
"Zbur, Richard",5000,2023-09-24,California LGBTQ Foundation,Sacramento,CA,Diana Salazar,Carlsbad,CA,California LGBTQ Foundation awarded scholarships to students,10/20/2023,Charitable
"Aeilts, Maryanne",8000,2023-02-06,Home Depot Foundation,Atlanta,GA,St. Vincent de Paul - Planada Sacred Heart Conference,Planada,CA,Donated supplies to help constituents who were effected by the flooding,3/16/2023,Charitable
"Alvarado-Gil, Marie",3000,2023-07-28,Women in California Leadership,Sacramento,CA,Sarah Azevedo,Twain Harte,CA,Academic Scholarship,8/24/2023,Charitable
"Alvarado-Gil, Marie",3000,2023-07-28,Women in California Leadership,Sacramento,CA,Jacqueline Garcia,Hughson,CA,Academic Scholarship,8/24/2023,Charitable
"Alvarado-Gil, Marie",5000,2023-07-07,California Latino Legislative Caucus Foundation,Los Angeles,CA,Rebeca Vera,Riverbank,CA,Academic Scholarship,7/20/2023,Charitable
"Archuleta, Bob",5000,2023-07-07,California Latino Legislative Caucus Foundation,Los Angeles,CA,Sofia Rose Moreno,La Puente,CA,Academic Scholarship,7/12/2023,Charitable
"Ashby, Angelique",3000,2023-07-28,Women in California Leadership,Sacramento,CA,Isabel Gatdula,Sacramento,CA,WICP - Minerva Scholarship,8/16/2023,Charitable
"Ashby, Angelique",3000,2023-07-28,Women in California Leadership,Sacramento,CA,Jasmine Ibarra,Elk Grove,CA,WICP - Minerva Scholarship,8/16/2023,Charitable
"ATKINS, TONI",3000,2023-07-28,WOMEN IN CALIFORNIA LEADERSHIP,SACRAMENTO,CA,WENCIT QUINO HERSH,SAN DIEGO,CA,RECIPIENT OF A 2023 MINERVA SCHOLARSHIP.,8/15/2023,Charitable
"ATKINS, TONI",3000,2023-07-28,WOMEN IN CALIFORNIA LEADERSHIP,SACRAMENTO,CA,HEATHER NIX,SAN DIEGO,CA,RECIPIENT OF A 2023 MINERVA SCHOLARSHIP.,8/15/2023,Charitable
"ATKINS, TONI",5000,2023-11-02,WOMEN IN CALIFORNIA LEADERSHIP,SACRAMENTO,CA,CASA FAMILIAR,SAN DIEGO,CA,GRANT FOR A NON-PROFIT ORGANIZATION,11/17/2023,Charitable
"ATKINS, TONI",5000,2023-09-24,CALIFORNIA LGBTQ FOUNDATION,SACRAMENTO,CA,PRIZILA VIDAL,SAN DIEGO,CA,RECIPIENT OF A 2023 CA LGBTQ FOUNDATION SCHOLARSHIP,10/20/2023,Charitable
"Becker, Josh",25000,2023-07-17,Sutter Health,Roseville,CA,California Jewish Legislative Caucus Leadership Foundation,Los Angeles,CA,Charitable Funding,8/29/2023,Charitable
"Becker, Josh",15000,2023-07-17,Molson Coors,Milwaukee,CA,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,8/29/2023,Charitable
"Blakespear, Catherine",5000,2023-05-18,Women in California Leadership,Sacramento,CA,League of Women Voters North County San Diego,Carlsbad,CA,Grant for a nonprofit organization,6/16/2023,Charitable
"Blakespear, Catherine",3000,2023-07-28,Women in California Leadership,Sacramento,CA,Vanessa Villarreal,Vista,CA,Student scholarship,8/23/2023,Charitable
"Blakespear, Catherine",3000,2023-07-28,Women in California Leadership,Sacramento,CA,Ebony Zavala,San Juan Capistrano,CA,Student scholarship,8/23/2023,Charitable
"Bradford, Steven",5000,2023-06-05,US Bank,Woodland Hills,CA,Charitable Funds Benefitting Gardena,Gardena,CA,Donation assist in funding the festival.,7/12/2023,Charitable
"Bradford, Steven",5000,2023-06-05,"Uber Technologies, Inc.",San Francisco,CA,Charitable Funds Benefitting Gardena,Gardena,CA,Donation assist in funding the festival.,7/12/2023,Charitable
"Bradford, Steven",5000,2023-09-07,Torrance Refining Company,Torrance,CA,El Camino Community College Foundation,Torrance,CA,Donation assists in funding the Resource Fair and purchase of Turkeys,9/13/2023,Charitable
"Bradford, Steven",7528,2023-08-05,The Walt Disney Company,Burbank,CA,California Black Women s Collective Empowerment Institu,Carson,CA,Donation assists in funding the Resource Fair,8/22/2023,Charitable
"Bradford, Steven",5000,2023-08-15,Southwest Mountain States Regional Council of Carpenters,Los Angeles,CA,Charitable Funds Benefitting Gardena,Gardena,CA,Donation assist in funding the festival.,8/23/2023,Charitable
"Bradford, Steven",5000,2023-06-05,Southern California Edison,Rosemead,CA,Charitable Funds Benefitting Gardena,Gardena,CA,Donation assist in funding the festival.,7/12/2023,Charitable
"Bradford, Steven",2500,2023-10-19,Phillips 66,Sacramento,CA,El Camino Community College Foundation,Torrance,CA,Donation assists in funding the Resource Fair and purchase of Turkeys,11/1/2023,Charitable
"Bradford, Steven",4900,2023-07-18,Phillips 66,Sacramento,CA,Charitable Funds Benefitting Gardena,Gardena,CA,Donation assist in funding the festival.,11/1/2023,Charitable
"Bradford, Steven",2885,2023-11-21,Phillips 66,Sacramento,CA,El Camino Community College Foundation,Torrance,CA,Donation of 155 sweet potato and pumpkin pies to assist the Resource Fair & Food Giveaway,12/19/2023,Charitable
"Bradford, Steven",5000,2023-07-05,PBF Holding Company LLC,Parsippany,NJ,Charitable Funds Benefitting Gardena,Gardena,CA,Donation assist in funding the festival,8/4/2023,Charitable
"Bradford, Steven",5000,2023-07-06,"Mervyn M. Dymally Institute, CSUDH",Carson,CA,Charitable Funds Benefitting Gardena,Gardena,CA,Donation assist in funding the festival.,7/12/2023,Charitable
"Bradford, Steven",5000,2023-09-15,Long Beach Airport,Long Beach,CA,Fly Compton Foundation,Compton,CA,Fly Compton's First Annual Gala,10/10/2023,Charitable
"Bradford, Steven",5000,2023-07-24,International Brotherhood of Electrical Workers,Pasadena,CA,Charitable Funds Benefitting Gardena,Gardena,CA,Donation assist in funding the festival,8/14/2023,Charitable
"Bradford, Steven",5000,2023-12-28,Hustler Casino,Gardena,CA,Charitable Funds Benefitting Gardena,Gardena,CA,Donation assist in funding the festival.,1/4/2024,Charitable
"Bradford, Steven",5000,2023-07-31,Comcast Cable,Livermore,CA,Charitable Funds Benefitting Gardena,Gardena,CA,Donation assist in funding the festival,8/14/2023,Charitable
"Bradford, Steven",10000,2023-08-28,Chevron Products Company A Division of Chevron U.S.A. Inc.,San Ramon,CA,Charitable Funds Benefitting Gardena,Gardena,CA,Donation assist in funding the festival.,9/13/2023,Charitable
"Bradford, Steven",5000,2023-08-15,California State Council of Laborers,Sacramento,CA,Charitable Funds Benefitting Gardena,Gardena,CA,Donation assist in funding the festival.,8/16/2023,Charitable
"Bradford, Steven",5000,2023-06-05,California Nurses Association Political Action Committee,Sacramento,CA,Charitable Funds Benefitting Gardena,Gardena,CA,Donation assist in funding the festival.,7/12/2023,Charitable
"Bradford, Steven",3500,2023-08-03,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Sheldon Hudson,Inglewood,CA,Scholarship,9/6/2023,Charitable
"Bradford, Steven",1360,2023-08-03,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Cory Murdock,Carson,CA,Scholarship,9/6/2023,Charitable
"Bradford, Steven",3500,2023-08-03,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Erin Hogan,Inglewood,CA,Scholarship,9/6/2023,Charitable
"Bradford, Steven",3500,2023-08-03,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Eva Guillory,Los Angeles,CA,Scholarship,9/6/2023,Charitable
"Bradford, Steven",3500,2023-08-03,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Jerrell Sterling,Lynwood,CA,Scholarship,9/6/2023,Charitable
"Bradford, Steven",3500,2023-08-03,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Cory Murdock,Carson,CA,Scholarship,9/6/2023,Charitable
"Bradford, Steven",1360,2023-08-03,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Jerrell Sterling,Lynwood,CA,Scholarship,9/6/2023,Charitable
"Bradford, Steven",3500,2023-08-03,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Nchegem Nyenke,Carson,CA,Scholarship,9/6/2023,Charitable
"Bradford, Steven",3500,2023-08-03,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Dominic Mumphery,San Pedro,CA,Scholarship,9/6/2023,Charitable
"Bradford, Steven",3500,2023-08-03,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Kelsey Schaffer,Long Beach,CA,Scholarship,9/6/2023,Charitable
"Bradford, Steven",1360,2023-08-03,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Kelsey Schaffer,Long Beach,CA,Scholarship,9/6/2023,Charitable
"Bradford, Steven",1360,2023-08-03,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Tatiana Louriano,Torrance,CA,Scholarship,9/6/2023,Charitable
"Bradford, Steven",3500,2023-08-03,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Eriany Gutierrez,Los Angeles,CA,Scholarship,9/6/2023,Charitable
"Bradford, Steven",1360,2023-08-03,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Eriany Gutierrez,Los Angeles,CA,Scholarship,9/6/2023,Charitable
"Bradford, Steven",1360,2023-08-03,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Eva Guillory,Los Angeles,CA,Scholarship,9/6/2023,Charitable
"Bradford, Steven",3500,2023-08-03,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Jalen Coleman,Inglewood,CA,Scholarship,9/6/2023,Charitable
"Bradford, Steven",1360,2023-08-03,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Sheldon Hudson,Inglewood,CA,Scholarship,9/6/2023,Charitable
"Bradford, Steven",3500,2023-08-03,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Nairobi Lindsey,Compton,CA,Scholarship,9/6/2023,Charitable
"Bradford, Steven",3500,2023-08-03,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Tatiana Louriano,Torrance,CA,Scholarship,9/6/2023,Charitable
"Bradford, Steven",1360,2023-08-03,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Nairobi Lindsey,Compton,CA,Scholarship,9/6/2023,Charitable
"Bradford, Steven",1360,2023-08-03,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Erin Hogan,Inglewood,CA,Scholarship,9/6/2023,Charitable
"Bradford, Steven",1360,2023-08-03,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Dominic Mumphery,San Pedro,CA,Scholarship,9/6/2023,Charitable
"Bradford, Steven",1360,2023-08-03,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Nchegem Nyenke,Carson,CA,Scholarship,9/6/2023,Charitable
"Bradford, Steven",1360,2023-08-03,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Jalen Coleman,Inglewood,CA,Scholarship,9/6/2023,Charitable
"Bradford, Steven",10000,2023-09-22,California Legislative Black Caucus Policy Institute,Los Angeles,CA,El Camino College,Los Angeles,CA,Charitable Funding,10/10/2023,Charitable
"Bradford, Steven",5000,2023-07-28,California Community Foundation,Los Angeles,CA,Charitable Funds Benefitting Gardena,Gardena,CA,Donation assist in funding the festival,8/14/2023,Charitable
"Bradford, Steven",10000,2023-08-18,California Broadband & Video Association,Sacramento,CA,Charitable Funds Benefitting Gardena,Gardena,CA,Donation assist in funding the festival,9/5/2023,Charitable
"Bradford, Steven",5000,2023-06-22,Cal State University Dominguez Hills,Carson,CA,Charitable Funds Benefitting Gardena,Gardena,CA,Donation assist in funding the festival.,7/12/2023,Charitable
"Bradford, Steven",5000,2023-09-15,Boeing,Long Beach,CA,Fly Compton Foundation,Compton,CA,Fly Compton's First Annual Gala,10/10/2023,Charitable
"Bradford, Steven",5000,2023-09-14,Barona Band of Mission Indians: Education Grant Program,Lakeside,CA,Highland Elementary School,Inglewood,CA,purchase culturally relevant grade level appropriate reading materials for Reading Club,11/28/2023,Charitable
"Bradford, Steven",5000,2023-02-23,Barona Band of Mission Indians,Lakeside,CA,George Washington Carver Elementary School,Los Angeles,CA,Donation assists in funding the 2022 Barona Education Grant,2/28/2023,Charitable
"Bradford, Steven",5000,2023-08-08,Arc Strategies,Sacramento,CA,Charitable Funds Benefitting Gardena,Gardena,CA,Donation assist in funding the festival,8/14/2023,Charitable
"Bradford, Steven",10000,2023-06-21,American Beverage Association,San Rafael,CA,Charitable Funds Benefitting Gardena,Gardena,CA,Donation assist in funding the festival.,7/12/2023,Charitable
"Bradford, Steven",5000,2023-09-13,Alaska Airlines,SeaTac,WA,Fly Compton Foundation,Compton,CA,Fly Compton's First Annual Gala,10/10/2023,Charitable
"Caballero, Anna M.",3000,2023-07-28,Women in California Leadership,Sacramento,CA,Andrea Meza Aguilar,Salinas,CA,Women in California Leadership awarded scholarship,8/9/2023,Charitable
"Caballero, Anna M.",3000,2023-07-28,Women in California Leadership,Sacramento,CA,Luz Toribio,Madera,CA,Women in California Leadership awarded scholarship,8/9/2023,Charitable
"Caballero, Anna M.",2000,2023-06-29,Taylor Fresh Foods,Salinas,CA,Madera Coalition for Community Justice,Madera,CA,Young Legislator's Program,7/20/2023,Charitable
"Caballero, Anna M.",3000,2023-07-20,Madera Coalition for Community Justice,Madera,CA,"T-Mobile USA, Inc",Bellevue,WA,Young Legislator Program,7/31/2023,Charitable
"Caballero, Anna M.",8000,2023-01-18,Lowe's Companies Inc.,Mooresville,NC,St. Vincent de Paul - Planada Sacred Heart Conference,Planada,CA,"Efforts to help her constituents living in Planada, CA - flooding",1/25/2023,Charitable
"Caballero, Anna M.",8000,2023-02-06,Home Depot Foundation,Atlanta,GA,St. Vincent de Paul - Planada Sacred Heart Conference,Planada,CA,Donated supplies to help constituents who were effected by the flooding ,4/10/2023,Charitable
"Caballero, Anna M.",1000,2023-05-04,GraniteRock,Watsonville,CA,Madera Coalition for Community Justice,Madera,CA,Young Legislator's Program,2/22/2024,Charitable
"Caballero, Anna M.",211,2023-11-16,Fresno Teachers Association,Fresno,CA,St. Mary’s Church,Sanger,CA,Thanksgiving turkeys donated to St. Mary’s Church ,11/30/2023,Charitable
"Caballero, Anna M.",4000,2023-06-28,Davita,Federal Way,CA,Madera Coalition for Community Justive,Madera,CA,Young Legislator's Program,7/20/2023,Charitable
"Caballero, Anna M.",1000,2023-11-14,Charter Communications,San Luis Obispo,CA,Madera Coalition for Community Justice,Merced,CA,Young Legislator's Program,2/22/2024,Charitable
"Caballero, Anna M.",3000,2023-10-25,Centete (Health Net),Sacramento,CA,Madera Coalition for Community Justice,Madera,CA,Young Legislator's Program,2/22/2024,Charitable
"Caballero, Anna M.",5000,2023-07-07,California Latino Caucus,Los Angeles,CA,Jose Eduardo Rodriguez Vargas,Madera,CA,Academic Scholarship,7/20/2023,Charitable
